FeederID,Feeder_Name,SubID,Substation,Nominal_Voltage,Load_Profile,CZ,COUNTYFP10,NAME10,mhid,Month,Hour,ResCust,ComCust,IndCust,AgrCust,OthCust,TotCust,MonthHour,l_kW,h_kW,ldinc_RE2_2030_kW,ldinc_RE2_2040_kW,ldinc_RE2_2050_kW,ldinc_RE3_2030_kW,ldinc_RE3_2040_kW,ldinc_RE3_2050_kW,ldinc_RE4_2030_kW,ldinc_RE4_2040_kW,ldinc_RE4_2050_kW,ldinc_EV0_2030_kW,ldinc_EV0_2040_kW,ldinc_EV0_2050_kW,ldinc_EV1_2030_kW,ldinc_EV1_2040_kW,ldinc_EV1_2050_kW,ldinc_EV3_2030_kW,ldinc_EV3_2040_kW,ldinc_EV3_2050_kW,ldinc_EV4_2030_kW,ldinc_EV4_2040_kW,ldinc_EV4_2050_kW,ldinc_lo_2030_kW,ldinc_lo_2040_kW,ldinc_lo_2050_kW,ldinc_hi_2030_kW,ldinc_hi_2040_kW,ldinc_hi_2050_kW,ldinc_dr_2030_kW,ldinc_dr_2040_kW,ldinc_dr_2050_kW,B_md,B_mn,B_mx,B_p1,B_p9,B_q1,B_q3,T_md,T_mn,T_mx,T_p1,T_p9,T_q1,T_q3,V_md,V_mn,V_mx,V_p1,V_p9,V_q1,V_q3
62081101,ARBUCKLE 1101,6208.0,ARBUCKLE,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,435.0,63.0,15.0,89.0,6.0,608.0,01_00,,,7.16525430350873,25.2576093250242,34.1851471583781,15.445197100199,41.108729764848,64.6828587311361,21.0684776064011,69.0418603520367,84.7838759544951,115.919134450585,231.838268901169,463.676537802338,187.576202667806,375.152405335613,750.304810671226,143.906659814918,287.813319629836,575.626639259673,256.627846730167,513.255693460334,1026.51138692067,159.351856915117,328.922049394684,640.309497990809,277.696324336568,582.297553812371,1111.29526287516,136.987612056986,300.880129253206,548.460413756833,680.0,60.0,5690.0,340.0,5580.0,450.0,1700.0,1630.0,60.0,5690.0,400.0,5580.0,570.0,2430.0,1410.0,280.0,10000.0,420.0,7230.0,740.0,3700.0
62081102,ARBUCKLE 1102,6208.0,ARBUCKLE,12kV,Available,11.0,11.0,Colusa,1,1.0,0.0,413.0,112.0,14.0,138.0,2.0,679.0,01_00,710.0,1050.0,7.76921788386808,27.3865883553692,37.0666337041905,16.7470820221932,44.5738092388095,70.1350156668647,22.844352213064,74.8614401473368,91.9303596812687,113.672420821374,227.344841642747,454.689683285493,181.705453404621,363.410906809242,726.821813618484,140.859332853658,281.718665707316,563.437331414632,246.679625801732,493.359251603463,986.718503206926,157.606414875851,326.292474946125,633.572347081497,269.523978014795,568.2206917508,1078.64886288819,136.516773034438,302.206281790083,546.620042966762,230.0,60.0,6050.0,60.0,1600.0,110.0,300.0,1490.0,60.0,6940.0,300.0,4090.0,460.0,2550.0,230.0,110.0,6050.0,60.0,3310.0,110.0,300.0
62081104,ARBUCKLE 1104,6208.0,ARBUCKLE,12kV,Available,11.0,11.0,Colusa,1,1.0,0.0,849.0,101.0,14.0,246.0,8.0,1218.0,01_00,3131.0,4157.0,15.4216981869879,54.3616753064346,73.5763169907472,33.2425281823105,88.4778678369429,139.216206846236,45.3454530910545,148.598038187687,182.479405574339,224.72070999578,449.441419991559,898.882839983118,364.575539688702,729.151079377405,1458.30215875481,279.08592662011,558.17185324022,1116.34370648044,499.591539296265,999.183078592531,1998.36615718506,312.32845480242,646.649721077163,1255.55991332668,544.93699238732,1147.78111678022,2180.8455627594,270.066163086834,598.039458179246,1081.36224555746,610.0,60.0,8030.0,300.0,1920.0,400.0,900.0,1580.0,60.0,8030.0,380.0,4030.0,440.0,2050.0,690.0,160.0,10000.0,320.0,4240.0,480.0,2140.0
62021101,COLUSA 1101,6202.0,COLUSA,12kV,Available,11.0,11.0,Colusa,1,1.0,0.0,1327.0,415.0,57.0,110.0,4.0,1913.0,01_00,1930.0,2620.0,61.221914403834,215.807999359478,292.087351622375,131.968035573516,351.244356209583,552.66823379789,180.014899402323,589.912749179608,724.416884125047,369.058239950511,738.11647990102,1476.23295980204,587.65348023615,1175.3069604723,2350.6139209446,457.061425790161,914.122851580322,1828.24570316064,795.802094767384,1591.60418953477,3183.20837906954,589.029461363677,1265.3672077899,2380.91393695853,975.816994169707,2181.51693871438,3907.62526319458,549.073139352834,1328.02922908063,2200.64984392709,710.0,50.0,6200.0,260.0,3500.0,360.0,2200.0,1080.0,50.0,6200.0,260.0,4620.0,440.0,4150.0,2080.0,180.0,10000.0,560.0,5230.0,1070.0,3650.0
62071101,COLUSA JUNCTION 1101,6207.0,COLUSA JUNCTION,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,692.0,98.0,28.0,54.0,1.0,873.0,01_00,,,19.4320569072626,68.4982389955002,92.7095811016027,41.8871314655203,111.486228169827,175.418894926363,57.1373797014427,187.240438722054,229.932537294493,184.250825522739,368.501651045478,737.003302090956,298.24321910048,596.486438200961,1192.97287640192,228.747345817796,457.494691635592,914.989383271184,408.115794277504,816.231588555007,1632.46317711001,270.634477283316,568.980919805419,1090.40827819755,465.253173978946,1003.47202727706,1862.39571440451,241.388205224182,555.742089767532,966.935839385448,1380.0,90.0,8860.0,310.0,4190.0,630.0,2220.0,1440.0,90.0,8860.0,360.0,5420.0,650.0,2830.0,2710.0,170.0,10000.0,630.0,7270.0,1600.0,4090.0
63121101,CORTINA 1101,6312.0,CORTINA,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,109.0,67.0,8.0,144.0,9.0,337.0,01_00,,,1.72116239311412,6.06711855138375,8.21159824896374,3.7100835890891,9.87470879649024,15.5374393163726,5.06084917579929,16.584513061926,20.3658952849546,32.5948907558772,65.1897815117543,130.379563023509,50.550340033296,101.100680066592,202.201360133184,40.2112478126828,80.4224956253656,160.844991250731,67.2786357262853,134.557271452571,269.114542905141,43.9213314017719,90.2972044218559,176.382430567104,72.3394849020846,151.141784514497,289.480438190096,37.6557399316765,81.7742945736803,150.745458308463,580.0,0.0,6260.0,260.0,2050.0,320.0,760.0,1780.0,0.0,6260.0,220.0,6080.0,380.0,2820.0,610.0,0.0,10000.0,330.0,5630.0,470.0,1310.0
62881102,MAXWELL 1102,6288.0,MAXWELL,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,80.0,58.0,1.0,86.0,4.0,229.0,01_00,,,0.979213316237177,3.45173895297321,4.67178831302879,2.11076146523043,5.61797444922824,8.8396467060214,2.8792465628094,9.43535374611839,11.5866788281594,24.5343674037031,49.0687348074062,98.1374696148124,37.7126787999738,75.4253575999476,150.850715199895,30.2283367715286,60.4566735430573,120.913347086114,49.8913576963498,99.7827153926996,199.565430785399,32.339098236759,66.0746479922855,129.752993792136,52.7706042591592,109.218069138818,211.152109613558,27.4136139665125,58.5040885535246,109.724148442972,300.0,0.0,5980.0,110.0,1480.0,140.0,550.0,680.0,0.0,5980.0,170.0,3390.0,300.0,1770.0,350.0,0.0,10000.0,130.0,1480.0,160.0,540.0
62881105,MAXWELL 1105,6288.0,MAXWELL,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,581.0,148.0,24.0,83.0,6.0,842.0,01_00,,,9.87016378688996,34.7924484384582,47.090164178388,21.2758150154016,56.6274243262179,89.1008724656077,29.0219043047463,95.1054130057167,116.790096584352,159.249706002652,318.499412005303,636.998824010607,254.957192518068,509.914385036135,1019.82877007227,197.383074826014,394.766149652029,789.532299304058,346.46873286575,692.937465731501,1385.874931463,218.658889841416,451.393573978247,878.633171769666,375.490637170496,788.042878737217,1502.66502804735,188.271610307398,413.60482501102,753.788920594958,480.0,50.0,7010.0,180.0,2390.0,310.0,1090.0,1400.0,50.0,7010.0,230.0,4860.0,450.0,2520.0,630.0,70.0,10000.0,280.0,2760.0,400.0,2160.0
62881106,MAXWELL 1106,6288.0,MAXWELL,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,25.0,27.0,1.0,63.0,1.0,117.0,01_00,,,0.48055778068937,1.69397207253469,2.29272231732587,1.03587525667399,2.75707171105994,4.33813647413148,1.41301626043864,4.6304850853923,5.68626730344845,8.28191832767438,16.5638366553487,33.1276733106975,12.400140639009,24.8002812780179,49.6005625560359,10.1658472757729,20.3316945515457,40.6633891030915,16.1064555024001,32.2129110048003,64.4258220096005,11.2017225324469,23.0887662626057,45.0015255772229,17.5194717628388,36.8433960901926,70.112089313049,9.69493458811303,21.194321740741,38.8139406141459,220.0,60.0,6060.0,180.0,1270.0,230.0,310.0,690.0,60.0,6060.0,300.0,2410.0,360.0,1460.0,300.0,130.0,10000.0,200.0,1650.0,210.0,480.0
62831101,RICE 1101,6283.0,RICE,12kV,Redacted,11.0,11.0,Colusa,1,1.0,0.0,79.0,37.0,5.0,126.0,2.0,249.0,01_00,,,1.31544308868544,4.6369530258054,6.2759273656432,2.83552780100102,7.54700282268088,11.8748917861329,3.86788550448139,12.675145107634,15.5651647425396,22.8228792904022,45.6457585808043,91.2915171616085,35.8364617942194,71.6729235884389,143.345847176878,28.2067979418352,56.4135958836704,112.827191767341,48.0902665807007,96.1805331614015,192.361066322803,31.0423257428362,63.9605987063513,124.702083553474,51.9581520851821,108.855678269035,207.926231065342,26.6907647948836,58.3209036884382,106.856681904148,120.0,100.0,9140.0,120.0,1210.0,130.0,370.0,1410.0,100.0,9140.0,320.0,3060.0,470.0,2440.0,120.0,90.0,10000.0,170.0,1210.0,120.0,250.0
